organisation_code,measure,value
HMT,B57,0.73
HMT,B58,0.8
HMT,B59,0.6
HMT,B60,0.85
HMT,C01_1,0.04
HMT,C01_2,0.15
HMT,C01_3,0.52
HMT,C01_4,0.29
HMT,D01,0.96
HMT,D02,0.57
HMT,D03,0.82
HMT,E01_YES,0.06
HMT,E03_YES,0.06
HMT,E05,0.47
HMT,E06_A,0.12
HMT,E06_B,0.36
HMT,E06_C,0.71
HMT,E06_D,0.47
HMT,W01,0.58
HMT,W02,0.66
HMT,W03,0.54
HMT,W04,0.34
HMT,J04B,0.7
HMT,W05,0.73
HMT,W07,0.06
HMT,W08,0.81
NIC,B01,0.93
NIC,B02,0.73
NIC,B03,0.78
NIC,B04,0.8
NIC,B05,0.85
NIC,B06,0.88
NIC,B07,0.88
NIC,B08,0.76
NIC,B09,0.78
NIC,B10,0.93
NIC,B11,0.78
NIC,B12,0.9
NIC,B13,0.93
NIC,B14,0.78
NIC,B15,0.63
NIC,B16,0.76
NIC,B17,0.59
NIC,B18,0.9
NIC,B19,0.9
NIC,B20,0.88
NIC,B21,0.49
NIC,B22,0.41
NIC,B23,0.37
NIC,B24,0.41
NIC,B25,0.85
NIC,B26,0.9
NIC,B27,0.8
NIC,B28,0.76
NIC,B29,0.9
NIC,B30,0.8
NIC,B31,0.95
NIC,B32,0.78
NIC,B33,0.63
NIC,B34,0.66
NIC,B35,0.51
NIC,B36,0.56
NIC,B37,0.56
NIC,B38,0.88
NIC,B39,0.88
NIC,B40,0.68
NIC,B41,0.73
NIC,B42,0.51
NIC,B43,0.63
NIC,B44,0.85
NIC,B45,0.76
NIC,B46,0.68
NIC,B47,0.71
NIC,B48,0.61
NIC,B49,0.44
NIC,B50,0.63
NIC,B51,0.65
NIC,B52,0.78
NIC,B53,0.51
NIC,B54,0.98
NIC,B55,0.83
NIC,B56,0.76
NIC,B57,0.71
NIC,B58,0.83
NIC,B59,0.61
NIC,B60,0.83
NIC,C01_1,0.2
NIC,C01_2,0.39
NIC,C01_3,0.32
NIC,C01_4,0.1
NIC,D01,0.93
NIC,D02,0.66
NIC,D03,0.9
NIC,E01_YES,0
NIC,E03_YES,0.02
NIC,E05,0
NIC,E06_A,0
NIC,E06_B,1
NIC,E06_C,0
NIC,E06_D,0
NIC,W01,0.68
NIC,W02,0.73
NIC,W03,0.63
NIC,W04,0.46
NIC,J04B,0.83
NIC,W05,0.85
NIC,W07,0.05
NIC,W08,0.8
HO_GROUP,B01,0.88
HO_GROUP,B02,0.8
HO_GROUP,B03,0.74
HO_GROUP,B04,0.54
HO_GROUP,B05,0.64
HO_GROUP,B06,0.8
HO_GROUP,B07,0.84
HO_GROUP,B08,0.71
HO_GROUP,B09,0.82
HO_GROUP,B10,0.79
HO_GROUP,B11,0.66
HO_GROUP,B12,0.75
HO_GROUP,B13,0.79
HO_GROUP,B14,0.68
HO_GROUP,B15,0.64
HO_GROUP,B16,0.66
HO_GROUP,B17,0.4
HO_GROUP,B18,0.85
HO_GROUP,B19,0.8
HO_GROUP,B20,0.73
HO_GROUP,B21,0.63
HO_GROUP,B22,0.49
HO_GROUP,B23,0.54
HO_GROUP,B24,0.44
HO_GROUP,B25,0.76
HO_GROUP,B26,0.84
HO_GROUP,B27,0.64
HO_GROUP,B28,0.71
HO_GROUP,B29,0.66
HO_GROUP,B30,0.76
HO_GROUP,B31,0.84
HO_GROUP,B32,0.67
HO_GROUP,B33,0.61
HO_GROUP,B34,0.67
HO_GROUP,B35,0.33
HO_GROUP,B36,0.35
HO_GROUP,B37,0.29
HO_GROUP,B38,0.67
HO_GROUP,B39,0.58
HO_GROUP,B40,0.49
HO_GROUP,B41,0.5
HO_GROUP,B42,0.35
HO_GROUP,B43,0.32
HO_GROUP,B44,0.62
HO_GROUP,B45,0.36
HO_GROUP,B46,0.43
HO_GROUP,B47,0.52
HO_GROUP,B48,0.52
HO_GROUP,B49,0.45
HO_GROUP,B50,0.47
HO_GROUP,B51,0.45
HO_GROUP,B52,0.45
HO_GROUP,B53,0.35
HO_GROUP,B54,0.86
HO_GROUP,B55,0.62
HO_GROUP,B56,0.63
HO_GROUP,B57,0.65
HO_GROUP,B58,0.73
HO_GROUP,B59,0.57
HO_GROUP,B60,0.64
HO_GROUP,C01_1,0.09
HO_GROUP,C01_2,0.14
HO_GROUP,C01_3,0.31
HO_GROUP,C01_4,0.46
HO_GROUP,D01,0.91
HO_GROUP,D02,0.64
HO_GROUP,D03,0.64
HO_GROUP,E01_YES,0.13
HO_GROUP,E03_YES,0.11
HO_GROUP,E05,0.41
HO_GROUP,E06_A,0.13
HO_GROUP,E06_B,0.36
HO_GROUP,E06_C,0.66
HO_GROUP,E06_D,0.4
HO_GROUP,W01,0.58
HO_GROUP,W02,0.65
HO_GROUP,W03,0.56
HO_GROUP,W04,0.42
HO_GROUP,J04B,0.67
HO_GROUP,W05,0.69
HO_GROUP,W07,0.06
HO_GROUP,W08,0.71
BF,B01,0.88
BF,B02,0.78
BF,B03,0.72
BF,B04,0.45
BF,B05,0.52
BF,B06,0.78
BF,B07,0.81
BF,B08,0.67
BF,B09,0.78
BF,B10,0.75
BF,B11,0.62
BF,B12,0.71
BF,B13,0.77
BF,B14,0.65
BF,B15,0.59
BF,B16,0.64
BF,B17,0.37
BF,B18,0.82
BF,B19,0.74
BF,B20,0.64
BF,B21,0.55
BF,B22,0.45
BF,B23,0.48
BF,B24,0.41
BF,B25,0.7
BF,B26,0.79
BF,B27,0.57
BF,B28,0.64
BF,B29,0.59
BF,B30,0.7
BF,B31,0.78
BF,B32,0.55
BF,B33,0.59
BF,B34,0.57
BF,B35,0.3
BF,B36,0.29
BF,B37,0.27
BF,B38,0.57
BF,B39,0.5
BF,B40,0.4
BF,B41,0.41
BF,B42,0.27
BF,B43,0.21
BF,B44,0.52
BF,B45,0.28
BF,B46,0.35
BF,B47,0.51
BF,B48,0.45
BF,B49,0.46
BF,B50,0.44
BF,B51,0.4
BF,B52,0.33
BF,B53,0.25
BF,B54,0.81
BF,B55,0.53
BF,B56,0.54
BF,B57,0.61
BF,B58,0.68
BF,B59,0.44
BF,B60,0.54
BF,C01_1,0.1
BF,C01_2,0.12
BF,C01_3,0.26
BF,C01_4,0.53
BF,D01,0.88
BF,D02,0.63
BF,D03,0.57
BF,E01_YES,0.18
BF,E03_YES,0.15
BF,E05,0.39
BF,E06_A,0.1
BF,E06_B,0.29
BF,E06_C,0.72
BF,E06_D,0.4
BF,W01,0.59
BF,W02,0.65
BF,W03,0.57
BF,W04,0.47
BF,J04B,0.68
BF,W05,0.69
BF,W07,0.06
BF,W08,0.68
HMPO,B01,0.87
HMPO,B02,0.8
HMPO,B03,0.73
HMPO,B04,0.48
HMPO,B05,0.6
HMPO,B06,0.78
HMPO,B07,0.82
HMPO,B08,0.69
HMPO,B09,0.79
HMPO,B10,0.77
HMPO,B11,0.65
HMPO,B12,0.72
HMPO,B13,0.76
HMPO,B14,0.66
HMPO,B15,0.63
HMPO,B16,0.62
HMPO,B17,0.39
HMPO,B18,0.86
HMPO,B19,0.83
HMPO,B20,0.73
HMPO,B21,0.63
HMPO,B22,0.48
HMPO,B23,0.48
HMPO,B24,0.4
HMPO,B25,0.71
HMPO,B26,0.84
HMPO,B27,0.57
HMPO,B28,0.7
HMPO,B29,0.66
HMPO,B30,0.76
HMPO,B31,0.85
HMPO,B32,0.7
HMPO,B33,0.62
HMPO,B34,0.72
HMPO,B35,0.24
HMPO,B36,0.29
HMPO,B37,0.22
HMPO,B38,0.57
HMPO,B39,0.48
HMPO,B40,0.46
HMPO,B41,0.42
HMPO,B42,0.35
HMPO,B43,0.35
HMPO,B44,0.55
HMPO,B45,0.32
HMPO,B46,0.41
HMPO,B47,0.53
HMPO,B48,0.48
HMPO,B49,0.45
HMPO,B50,0.45
HMPO,B51,0.44
HMPO,B52,0.39
HMPO,B53,0.3
HMPO,B54,0.87
HMPO,B55,0.61
HMPO,B56,0.68
HMPO,B57,0.6
HMPO,B58,0.71
HMPO,B59,0.6
HMPO,B60,0.57
HMPO,C01_1,0.1
HMPO,C01_2,0.15
HMPO,C01_3,0.26
HMPO,C01_4,0.49
HMPO,D01,0.89
HMPO,D02,0.64
HMPO,D03,0.61
HMPO,E01_YES,0.15
HMPO,E03_YES,0.11
HMPO,E05,0.44
HMPO,E06_A,0.12
HMPO,E06_B,0.38
HMPO,E06_C,0.61
HMPO,E06_D,0.4
HMPO,W01,0.52
HMPO,W02,0.61
HMPO,W03,0.52
HMPO,W04,0.4
HMPO,J04B,0.61
HMPO,W05,0.65
HMPO,W07,0.07
HMPO,W08,0.71
IE,B01,0.9
IE,B02,0.8
IE,B03,0.73
IE,B04,0.55
IE,B05,0.68
IE,B06,0.81
IE,B07,0.85
IE,B08,0.7
IE,B09,0.82
IE,B10,0.78
IE,B11,0.66
IE,B12,0.74
IE,B13,0.79
IE,B14,0.68
IE,B15,0.64
IE,B16,0.66
IE,B17,0.36
IE,B18,0.83
IE,B19,0.79
IE,B20,0.71
IE,B21,0.66
IE,B22,0.51
IE,B23,0.51
IE,B24,0.43
IE,B25,0.75
IE,B26,0.82
IE,B27,0.64
IE,B28,0.71
IE,B29,0.66
IE,B30,0.76
IE,B31,0.84
IE,B32,0.66
IE,B33,0.64
IE,B34,0.68
IE,B35,0.3
IE,B36,0.32
IE,B37,0.25
IE,B38,0.68
IE,B39,0.58
IE,B40,0.47
IE,B41,0.49
IE,B42,0.35
IE,B43,0.3
IE,B44,0.65
IE,B45,0.36
IE,B46,0.45
IE,B47,0.47
IE,B48,0.48
IE,B49,0.47
IE,B50,0.46
IE,B51,0.44
IE,B52,0.44
IE,B53,0.37
IE,B54,0.86
IE,B55,0.63
IE,B56,0.63
IE,B57,0.67
IE,B58,0.73
IE,B59,0.56
IE,B60,0.64
IE,C01_1,0.1
IE,C01_2,0.16
IE,C01_3,0.32
IE,C01_4,0.42
IE,D01,0.93
IE,D02,0.69
IE,D03,0.65
IE,E01_YES,0.13
IE,E03_YES,0.11
IE,E05,0.47
IE,E06_A,0.15
IE,E06_B,0.36
IE,E06_C,0.64
IE,E06_D,0.49
IE,W01,0.6
IE,W02,0.67
IE,W03,0.58
IE,W04,0.43
IE,J04B,0.69
IE,W05,0.68
IE,W07,0.06
IE,W08,0.69
PE,B01,0.91
PE,B02,0.84
PE,B03,0.8
PE,B04,0.68
PE,B05,0.81
PE,B06,0.81
PE,B07,0.85
PE,B08,0.77
PE,B09,0.88
PE,B10,0.87
PE,B11,0.69
PE,B12,0.82
PE,B13,0.85
PE,B14,0.71
PE,B15,0.7
PE,B16,0.72
PE,B17,0.42
PE,B18,0.88
PE,B19,0.86
PE,B20,0.81
PE,B21,0.67
PE,B22,0.53
PE,B23,0.66
PE,B24,0.54
PE,B25,0.85
PE,B26,0.88
PE,B27,0.76
PE,B28,0.75
PE,B29,0.72
PE,B30,0.77
PE,B31,0.88
PE,B32,0.74
PE,B33,0.59
PE,B34,0.68
PE,B35,0.44
PE,B36,0.45
PE,B37,0.36
PE,B38,0.78
PE,B39,0.7
PE,B40,0.57
PE,B41,0.62
PE,B42,0.38
PE,B43,0.37
PE,B44,0.73
PE,B45,0.47
PE,B46,0.5
PE,B47,0.55
PE,B48,0.61
PE,B49,0.46
PE,B50,0.52
PE,B51,0.49
PE,B52,0.58
PE,B53,0.44
PE,B54,0.9
PE,B55,0.75
PE,B56,0.65
PE,B57,0.69
PE,B58,0.76
PE,B59,0.67
PE,B60,0.77
PE,C01_1,0.06
PE,C01_2,0.15
PE,C01_3,0.4
PE,C01_4,0.4
PE,D01,0.94
PE,D02,0.63
PE,D03,0.67
PE,E01_YES,0.09
PE,E03_YES,0.08
PE,E05,0.44
PE,E06_A,0.16
PE,E06_B,0.43
PE,E06_C,0.63
PE,E06_D,0.38
PE,W01,0.6
PE,W02,0.68
PE,W03,0.58
PE,W04,0.41
PE,J04B,0.71
PE,W05,0.73
PE,W07,0.05
PE,W08,0.78
UKVI,B01,0.86
UKVI,B02,0.78
UKVI,B03,0.71
UKVI,B04,0.49
UKVI,B05,0.59
UKVI,B06,0.8
UKVI,B07,0.84
UKVI,B08,0.7
UKVI,B09,0.81
UKVI,B10,0.77
UKVI,B11,0.65
UKVI,B12,0.73
UKVI,B13,0.78
UKVI,B14,0.68
UKVI,B15,0.64
UKVI,B16,0.63
UKVI,B17,0.42
UKVI,B18,0.85
UKVI,B19,0.79
UKVI,B20,0.72
UKVI,B21,0.64
UKVI,B22,0.47
UKVI,B23,0.52
UKVI,B24,0.4
UKVI,B25,0.75
UKVI,B26,0.84
UKVI,B27,0.61
UKVI,B28,0.73
UKVI,B29,0.66
UKVI,B30,0.78
UKVI,B31,0.86
UKVI,B32,0.7
UKVI,B33,0.6
UKVI,B34,0.71
UKVI,B35,0.29
UKVI,B36,0.35
UKVI,B37,0.28
UKVI,B38,0.66
UKVI,B39,0.58
UKVI,B40,0.51
UKVI,B41,0.5
UKVI,B42,0.39
UKVI,B43,0.37
UKVI,B44,0.61
UKVI,B45,0.33
UKVI,B46,0.44
UKVI,B47,0.51
UKVI,B48,0.53
UKVI,B49,0.43
UKVI,B50,0.48
UKVI,B51,0.45
UKVI,B52,0.45
UKVI,B53,0.37
UKVI,B54,0.85
UKVI,B55,0.58
UKVI,B56,0.67
UKVI,B57,0.65
UKVI,B58,0.75
UKVI,B59,0.59
UKVI,B60,0.63
UKVI,C01_1,0.1
UKVI,C01_2,0.15
UKVI,C01_3,0.28
UKVI,C01_4,0.47
UKVI,D01,0.89
UKVI,D02,0.63
UKVI,D03,0.67
UKVI,E01_YES,0.11
UKVI,E03_YES,0.1
UKVI,E05,0.37
UKVI,E06_A,0.11
UKVI,E06_B,0.39
UKVI,E06_C,0.65
UKVI,E06_D,0.38
UKVI,W01,0.55
UKVI,W02,0.62
UKVI,W03,0.53
UKVI,W04,0.41
UKVI,J04B,0.65
UKVI,W05,0.67
UKVI,W07,0.06
UKVI,W08,0.67
MHCLG,B01,0.92
MHCLG,B02,0.84
MHCLG,B03,0.8
MHCLG,B04,0.65
MHCLG,B05,0.84
MHCLG,B06,0.81
MHCLG,B07,0.86
MHCLG,B08,0.82
MHCLG,B09,0.91
MHCLG,B10,0.91
MHCLG,B11,0.72
MHCLG,B12,0.87
MHCLG,B13,0.89
MHCLG,B14,0.78
MHCLG,B15,0.74
MHCLG,B16,0.8
MHCLG,B17,0.4
MHCLG,B18,0.92
MHCLG,B19,0.9
MHCLG,B20,0.85
MHCLG,B21,0.66
MHCLG,B22,0.54
MHCLG,B23,0.62
MHCLG,B24,0.55
MHCLG,B25,0.88
MHCLG,B26,0.91
MHCLG,B27,0.79
MHCLG,B28,0.83
MHCLG,B29,0.76
MHCLG,B30,0.77
MHCLG,B31,0.89
MHCLG,B32,0.83
MHCLG,B33,0.61
MHCLG,B34,0.67
MHCLG,B35,0.42
MHCLG,B36,0.47
MHCLG,B37,0.35
MHCLG,B38,0.84
MHCLG,B39,0.75
MHCLG,B40,0.6
MHCLG,B41,0.69
MHCLG,B42,0.5
MHCLG,B43,0.45
MHCLG,B44,0.77
MHCLG,B45,0.52
MHCLG,B46,0.62
MHCLG,B47,0.68
MHCLG,B48,0.75
MHCLG,B49,0.51
MHCLG,B50,0.58
MHCLG,B51,0.58
MHCLG,B52,0.64
MHCLG,B53,0.45
MHCLG,B54,0.92
MHCLG,B55,0.79
MHCLG,B56,0.74
MHCLG,B57,0.72
MHCLG,B58,0.82
MHCLG,B59,0.78
MHCLG,B60,0.82
MHCLG,C01_1,0.06
MHCLG,C01_2,0.21
MHCLG,C01_3,0.45
MHCLG,C01_4,0.28
MHCLG,D01,0.97
MHCLG,D02,0.7
MHCLG,D03,0.8
MHCLG,E01_YES,0.07
MHCLG,E03_YES,0.07
MHCLG,E05,0.42
MHCLG,E06_A,0.13
MHCLG,E06_B,0.47
MHCLG,E06_C,0.55
MHCLG,E06_D,0.32
MHCLG,W01,0.59
MHCLG,W02,0.67
MHCLG,W03,0.55
MHCLG,W04,0.39
MHCLG,J04B,0.69
MHCLG,W05,0.7
MHCLG,W07,0.06
MHCLG,W08,0.84
PINS,B01,0.94
PINS,B02,0.93
PINS,B03,0.87
PINS,B04,0.58
PINS,B05,0.82
PINS,B06,0.85
PINS,B07,0.89
PINS,B08,0.78
PINS,B09,0.91
PINS,B10,0.88
PINS,B11,0.73
PINS,B12,0.87
PINS,B13,0.83
PINS,B14,0.77
PINS,B15,0.68
PINS,B16,0.75
PINS,B17,0.35
PINS,B18,0.81
PINS,B19,0.76
PINS,B20,0.75
PINS,B21,0.72
PINS,B22,0.64
PINS,B23,0.54
PINS,B24,0.59
PINS,B25,0.84
PINS,B26,0.91
PINS,B27,0.71
PINS,B28,0.79
PINS,B29,0.71
PINS,B30,0.85
PINS,B31,0.92
PINS,B32,0.75
PINS,B33,0.58
PINS,B34,0.68
PINS,B35,0.4
PINS,B36,0.46
PINS,B37,0.29
PINS,B38,0.68
PINS,B39,0.64
PINS,B40,0.54
PINS,B41,0.52
PINS,B42,0.32
PINS,B43,0.31
PINS,B44,0.73
PINS,B45,0.56
PINS,B46,0.56
PINS,B47,0.68
PINS,B48,0.62
PINS,B49,0.58
PINS,B50,0.55
PINS,B51,0.52
PINS,B52,0.44
PINS,B53,0.24
PINS,B54,0.91
PINS,B55,0.68
PINS,B56,0.65
PINS,B57,0.72
PINS,B58,0.74
PINS,B59,0.66
PINS,B60,0.78
PINS,C01_1,0.02
PINS,C01_2,0.09
PINS,C01_3,0.35
PINS,C01_4,0.54
PINS,D01,0.91
PINS,D02,0.66
PINS,D03,0.83
PINS,E01_YES,0.05
PINS,E03_YES,0.04
PINS,E05,0.35
PINS,E06_A,0.2
PINS,E06_B,0.45
PINS,E06_C,0.58
PINS,E06_D,0.14
PINS,W01,0.61
PINS,W02,0.69
PINS,W03,0.55
PINS,W04,0.38
PINS,J04B,0.72
PINS,W05,0.75
PINS,W07,0.04
PINS,W08,0.74
IFATE,B01,0.96
IFATE,B02,0.86
IFATE,B03,0.84
IFATE,B04,0.72
IFATE,B05,0.86
IFATE,B06,0.85
IFATE,B07,0.88
IFATE,B08,0.82
IFATE,B09,0.9
IFATE,B10,0.89
IFATE,B11,0.73
IFATE,B12,0.84
IFATE,B13,0.85
IFATE,B14,0.78
IFATE,B15,0.71
IFATE,B16,0.76
IFATE,B17,0.35
IFATE,B18,0.89
IFATE,B19,0.89
IFATE,B20,0.86
IFATE,B21,0.71
IFATE,B22,0.53
IFATE,B23,0.56
IFATE,B24,0.51
IFATE,B25,0.88
IFATE,B26,0.89
IFATE,B27,0.77
IFATE,B28,0.83
IFATE,B29,0.76
IFATE,B30,0.78
IFATE,B31,0.93
IFATE,B32,0.83
IFATE,B33,0.65
IFATE,B34,0.7
IFATE,B35,0.49
IFATE,B36,0.51
IFATE,B37,0.52
IFATE,B38,0.82
IFATE,B39,0.67
IFATE,B40,0.66
IFATE,B41,0.7
IFATE,B42,0.52
IFATE,B43,0.48
IFATE,B44,0.83
IFATE,B45,0.58
IFATE,B46,0.61
IFATE,B47,0.73
IFATE,B48,0.79
IFATE,B49,0.54
IFATE,B50,0.62
IFATE,B51,0.63
IFATE,B52,0.68
IFATE,B53,0.57
IFATE,B54,0.88
IFATE,B55,0.78
IFATE,B56,0.74
IFATE,B57,0.58
IFATE,B58,0.86
IFATE,B59,0.56
IFATE,B60,0.81
IFATE,C01_1,0.03
IFATE,C01_2,0.15
IFATE,C01_3,0.51
IFATE,C01_4,0.32
IFATE,D01,0.91
IFATE,D02,0.63
IFATE,D03,0.76
IFATE,E01_YES,0.1
IFATE,E03_YES,0.1
IFATE,E05,0.47
IFATE,E06_A,0.16
IFATE,E06_B,0.42
IFATE,E06_C,0.53
IFATE,E06_D,0.22
IFATE,W01,0.66
IFATE,W02,0.68
IFATE,W03,0.63
IFATE,W04,0.45
IFATE,J04B,0.71
IFATE,W05,0.76
IFATE,W07,0.01
IFATE,W08,0.82
DIT,B01,0.91
DIT,B02,0.85
DIT,B03,0.8
DIT,B04,0.63
DIT,B05,0.82
DIT,B06,0.85
DIT,B07,0.87
DIT,B08,0.77
DIT,B09,0.87
DIT,B10,0.87
DIT,B11,0.74
DIT,B12,0.8
DIT,B13,0.84
DIT,B14,0.72
DIT,B15,0.71
DIT,B16,0.7
DIT,B17,0.45
DIT,B18,0.86
DIT,B19,0.85
DIT,B20,0.81
DIT,B21,0.71
DIT,B22,0.59
DIT,B23,0.56
DIT,B24,0.55
DIT,B25,0.83
DIT,B26,0.88
DIT,B27,0.75
DIT,B28,0.81
DIT,B29,0.7
DIT,B30,0.79
DIT,B31,0.9
DIT,B32,0.75
DIT,B33,0.58
DIT,B34,0.65
DIT,B35,0.32
DIT,B36,0.34
DIT,B37,0.24
DIT,B38,0.8
DIT,B39,0.71
DIT,B40,0.58
DIT,B41,0.64
DIT,B42,0.45
DIT,B43,0.4
DIT,B44,0.71
DIT,B45,0.43
DIT,B46,0.54
DIT,B47,0.73
DIT,B48,0.68
DIT,B49,0.5
DIT,B50,0.59
DIT,B51,0.58
DIT,B52,0.6
DIT,B53,0.41
DIT,B54,0.89
DIT,B55,0.75
DIT,B56,0.71
DIT,B57,0.69
DIT,B58,0.81
DIT,B59,0.62
DIT,B60,0.76
DIT,C01_1,0.07
DIT,C01_2,0.19
DIT,C01_3,0.44
DIT,C01_4,0.3
DIT,D01,0.89
DIT,D02,0.6
DIT,D03,0.72
DIT,E01_YES,0.1
DIT,E03_YES,0.09
DIT,E05,0.4
DIT,E06_A,0.13
DIT,E06_B,0.39
DIT,E06_C,0.54
DIT,E06_D,0.3
DIT,W01,0.61
DIT,W02,0.68
DIT,W03,0.59
DIT,W04,0.39
DIT,J04B,0.74
DIT,W05,0.75
DIT,W07,0.05
DIT,W08,0.78
MOJ_GROUP,B01,0.9
MOJ_GROUP,B02,0.81
MOJ_GROUP,B03,0.77
MOJ_GROUP,B04,0.54
MOJ_GROUP,B05,0.68
MOJ_GROUP,B06,0.79
MOJ_GROUP,B07,0.82
MOJ_GROUP,B08,0.7
MOJ_GROUP,B09,0.79
MOJ_GROUP,B10,0.77
MOJ_GROUP,B11,0.64
MOJ_GROUP,B12,0.73
MOJ_GROUP,B13,0.77
MOJ_GROUP,B14,0.63
MOJ_GROUP,B15,0.62
MOJ_GROUP,B16,0.64
MOJ_GROUP,B17,0.39
MOJ_GROUP,B18,0.84
MOJ_GROUP,B19,0.8
MOJ_GROUP,B20,0.72
MOJ_GROUP,B21,0.59
MOJ_GROUP,B22,0.45
MOJ_GROUP,B23,0.49
MOJ_GROUP,B24,0.43
MOJ_GROUP,B25,0.76
MOJ_GROUP,B26,0.83
MOJ_GROUP,B27,0.64
MOJ_GROUP,B28,0.73
MOJ_GROUP,B29,0.67
MOJ_GROUP,B30,0.77
MOJ_GROUP,B31,0.89
MOJ_GROUP,B32,0.67
MOJ_GROUP,B33,0.59
MOJ_GROUP,B34,0.66
MOJ_GROUP,B35,0.25
MOJ_GROUP,B36,0.32
MOJ_GROUP,B37,0.22
MOJ_GROUP,B38,0.66
MOJ_GROUP,B39,0.61
MOJ_GROUP,B40,0.53
MOJ_GROUP,B41,0.53
MOJ_GROUP,B42,0.39
MOJ_GROUP,B43,0.34
MOJ_GROUP,B44,0.59
MOJ_GROUP,B45,0.34
MOJ_GROUP,B46,0.43
MOJ_GROUP,B47,0.64
MOJ_GROUP,B48,0.5
MOJ_GROUP,B49,0.53
MOJ_GROUP,B50,0.51
MOJ_GROUP,B51,0.48
MOJ_GROUP,B52,0.41
MOJ_GROUP,B53,0.3
MOJ_GROUP,B54,0.89
MOJ_GROUP,B55,0.65
MOJ_GROUP,B56,0.65
MOJ_GROUP,B57,0.68
MOJ_GROUP,B58,0.75
MOJ_GROUP,B59,0.51
MOJ_GROUP,B60,0.66
MOJ_GROUP,C01_1,0.08
MOJ_GROUP,C01_2,0.12
MOJ_GROUP,C01_3,0.28
MOJ_GROUP,C01_4,0.52
MOJ_GROUP,D01,0.84
MOJ_GROUP,D02,0.65
MOJ_GROUP,D03,0.66
MOJ_GROUP,E01_YES,0.12
MOJ_GROUP,E03_YES,0.11
MOJ_GROUP,E05,0.44
MOJ_GROUP,E06_A,0.15
MOJ_GROUP,E06_B,0.36
MOJ_GROUP,E06_C,0.63
MOJ_GROUP,E06_D,0.36
MOJ_GROUP,W01,0.58
MOJ_GROUP,W02,0.66
MOJ_GROUP,W03,0.57
MOJ_GROUP,W04,0.44
MOJ_GROUP,J04B,0.67
MOJ_GROUP,W05,0.69
MOJ_GROUP,W07,0.06
MOJ_GROUP,W08,0.72
ALOB,B01,0.92
ALOB,B02,0.85
ALOB,B03,0.82
ALOB,B04,0.64
ALOB,B05,0.77
ALOB,B06,0.86
ALOB,B07,0.9
ALOB,B08,0.74
ALOB,B09,0.88
ALOB,B10,0.83
ALOB,B11,0.74
ALOB,B12,0.79
ALOB,B13,0.82
ALOB,B14,0.72
ALOB,B15,0.64
ALOB,B16,0.68
ALOB,B17,0.39
ALOB,B18,0.86
ALOB,B19,0.82
ALOB,B20,0.77
ALOB,B21,0.6
ALOB,B22,0.47
ALOB,B23,0.44
ALOB,B24,0.42
ALOB,B25,0.81
ALOB,B26,0.86
ALOB,B27,0.7
ALOB,B28,0.78
ALOB,B29,0.73
ALOB,B30,0.78
ALOB,B31,0.91
ALOB,B32,0.76
ALOB,B33,0.6
ALOB,B34,0.72
ALOB,B35,0.33
ALOB,B36,0.36
ALOB,B37,0.29
ALOB,B38,0.8
ALOB,B39,0.68
ALOB,B40,0.64
ALOB,B41,0.64
ALOB,B42,0.52
ALOB,B43,0.49
ALOB,B44,0.74
ALOB,B45,0.53
ALOB,B46,0.56
ALOB,B47,0.74
ALOB,B48,0.62
ALOB,B49,0.59
ALOB,B50,0.61
ALOB,B51,0.62
ALOB,B52,0.6
ALOB,B53,0.46
ALOB,B54,0.87
ALOB,B55,0.68
ALOB,B56,0.7
ALOB,B57,0.69
ALOB,B58,0.79
ALOB,B59,0.56
ALOB,B60,0.72
ALOB,C01_1,0.06
ALOB,C01_2,0.18
ALOB,C01_3,0.42
ALOB,C01_4,0.34
ALOB,D01,0.81
ALOB,D02,0.58
ALOB,D03,0.71
ALOB,E01_YES,0.08
ALOB,E03_YES,0.08
ALOB,E05,0.4
ALOB,E06_A,0.13
ALOB,E06_B,0.36
ALOB,E06_C,0.62
ALOB,E06_D,0.25
ALOB,W01,0.57
ALOB,W02,0.66
ALOB,W03,0.57
ALOB,W04,0.43
ALOB,J04B,0.68
ALOB,W05,0.69
ALOB,W07,0.05
ALOB,W08,0.74
CICA,B01,0.95
CICA,B02,0.82
CICA,B03,0.82
CICA,B04,0.56
CICA,B05,0.7
CICA,B06,0.9
CICA,B07,0.93
CICA,B08,0.77
CICA,B09,0.87
CICA,B10,0.81
CICA,B11,0.79
CICA,B12,0.79
CICA,B13,0.82
CICA,B14,0.72
CICA,B15,0.68
CICA,B16,0.7
CICA,B17,0.42
CICA,B18,0.89
CICA,B19,0.85
CICA,B20,0.75
CICA,B21,0.7
CICA,B22,0.52
CICA,B23,0.55
CICA,B24,0.47
CICA,B25,0.86
CICA,B26,0.91
CICA,B27,0.7
CICA,B28,0.86
CICA,B29,0.78
CICA,B30,0.84
CICA,B31,0.93
CICA,B32,0.83
CICA,B33,0.73
CICA,B34,0.78
CICA,B35,0.09
CICA,B36,0.2
CICA,B37,0.09
CICA,B38,0.76
CICA,B39,0.66
CICA,B40,0.62
CICA,B41,0.59
CICA,B42,0.52
CICA,B43,0.45
CICA,B44,0.74
CICA,B45,0.45
CICA,B46,0.53
CICA,B47,0.72
CICA,B48,0.62
CICA,B49,0.65
CICA,B50,0.65
CICA,B51,0.61
CICA,B52,0.53
CICA,B53,0.38
CICA,B54,0.91
